OID,BCR_NAME,STATE,MANAGING_A,MANAGEMENT,COMMON_NAM,LMVJV_UNIT,ACRES,HECTARES,HABITAT_TY,COVER_TYPE,Z_HARVESTE,Z_RED_OAK_,FUNCTIONAL,MANAGE,PROTECTION,SEEDINDEX,WTRCNTRL,PUMP,DEDCALC,OWNER,STAT_CORR,FIXID
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Salt Lick MSU,,29.309579547315899,11.861176508685082,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,36
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Controversy Corner MSU,,79.563892957878906,32.198393585552182,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,37
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Duck Trap MSU,,139.427799304460990,56.424478389325095,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,38
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Cedar Ridge MSU,,54.750835963370299,22.156896802672474,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,39
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Steve Frick WRA,,321.034159632954020,129.918029925221620,woody wetlands,woody wetlands,0.000000000000000,10.000000000000000,Y,,,,,,,PUBLIC,,40
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Pig Trough MSU,,51.224533598942998,20.729851604021846,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,41
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Red Gate MSU,,52.120833399039199,21.092571584923576,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,42
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Little Hole MSU,,11.135010632317700,4.506182912750121,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,43
-1,WGCP,AR,AGFC,Ed Gordon Point Remove WMA,Willow Island MSU,,60.028041735339599,24.292508097707639,woody wetlands,woody wetlands,0.000000000000000,50.000000000000000,Y,,,,,,,PUBLIC,,44
-1,WGCP,AR,AGFC,Dardanelle WMA,Horsehead Creek MSU 1,,14.635871685199600,5.922932368796685,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,45
-1,WGCP,AR,AGFC,Dardanelle WMA,Horsehead Creek MSU 2,,9.817133372720530,3.972856436072780,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,46
-1,WGCP,AR,AGFC,Dardanelle WMA,Horsehead Creek MSU 3,,2.727784664331090,1.103896264669491,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,47
-1,WGCP,AR,AGFC,Dardanelle WMA,Horsehead Creek MSU 4,,3.964568401125420,1.604405327977842,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,48
-1,WGCP,AR,AGFC,Dardanelle WMA,Potter's Pothole MSU,,28.832357859942000,11.668051572908489,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,49
-1,WGCP,AR,AGFC,Dardanelle WMA,Johnson County WRA Unit 1,,29.957100555807799,12.123219195527634,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,50
-1,WGCP,AR,AGFC,Dardanelle WMA,Johnson County WRA Unit 3,,7.593842334215520,3.073121678864342,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,51
-1,WGCP,AR,AGFC,Dardanelle WMA,Johnson County WRA Unit 2,,9.983498438625841,4.040182049133737,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,52
-1,WGCP,AR,AGFC,Dardanelle WMA,Johnson County WRA Unit 5,,8.418216644240101,3.406734420890949,moist-soil,moist-soil,0.000000000000000,0.000000000000000,N,,,,,,,PUBLIC,,53
-1,WGCP,AR,AGFC,Dardanelle WMA,Johnson County WRA Unit 4,,9.714736242930879,3.931417751206726,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,54
-1,WGCP,AR,USFWS,Felsenthal NWR,Felsenthal Pool 70,,32312.959943435599000,13076.602507669179000,woody wetlands,woody wetlands,0.000000000000000,40.000000000000000,Y,,,,,,,PUBLIC,,55
-1,WGCP,AR,USFWS,Pond Creek NWR,Pond Creek 2,,339.785028426783980,137.506244013921500,woody wetlands,woody wetlands,0.000000000000000,50.000000000000000,Y,,,,,,,PUBLIC,,56
-1,WGCP,AR,USFWS,Pond Creek NWR,Pond Creek 1,,80.009837155070002,32.378860958936656,woody wetlands,woody wetlands,0.000000000000000,10.000000000000000,Y,,,,,,,PUBLIC,,57
-1,WGCP,AR,USFWS,Holla Bend NWR, Moist Soil Unit A,,10.483674138253200,4.242596152313134,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,58
-1,WGCP,AR,USFWS,Holla Bend NWR,Underbank Phase I,,46.456352393942304,18.800235424894936,cropland,fallow,0.000000000000000,0.000000000000000,N,,,,,,,PUBLIC,,59
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit L,,9.293356069630701,3.760891094394570,cropland,soybeans,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,60
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit P,,4.620427579937640,1.869822355614644,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,61
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit O,,3.226861354092830,1.305865613942411,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,62
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit J,,9.553717903061370,3.866255883318294,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,63
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit M,,1.896464639076370,0.767472688929260,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,64
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit H East,,3.850937865577120,1.558420641068942,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,65
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil H West,,5.549871702647690,2.245955379857683,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,66
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit G,,3.468916308716660,1.403821865309310,moist-soil,moist-soil,0.000000000000000,0.000000000000000,N,,,,,,,PUBLIC,,67
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit F,,3.555430592128780,1.438832984606228,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,68
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit E,,3.124830987143970,1.264575352863345,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,69
-1,WGCP,AR,USFWS,Holla Bend NWR,Moist Soil Unit Y,,4.997844328526250,2.022557629933974,mudflat,mudflat,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,70
-1,WGCP,AR,AGFC,Dr L Sitzes Bois d_Arc WMA,Bois d'Arc Upper GTR,,586.949781543982000,237.530359293907910,woody wetlands,woody wetlands,0.000000000000000,30.000000000000000,Y,,,,,,,PUBLIC,,71
-1,WGCP,AR,AGFC,Dr L Sitzes Bois d_Arc WMA,Bois d'Arc Lower GTR,,58.723022400091800,23.764385043003550,woody wetlands,woody wetlands,0.000000000000000,30.000000000000000,Y,,,,,,,PUBLIC,,72
-1,WGCP,AR,AGFC,Dr L Sitzes Bois d_Arc WMA,Lake Bois D Arc,,625.245713600196040,253.028186854008940,open-aquatic,open-aquatic,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,73
-1,WGCP,AR,AGFC,Dr L Sitzes Bois d_Arc WMA,Red Slough WRA,,190.462328153573990,77.077437731157247,woody wetlands,woody wetlands,0.000000000000000,30.000000000000000,Y,,,,,,,PUBLIC,,74
-1,WGCP,AR,AGFC,Dr L Sitzes Bois d_Arc WMA,Little Grassy MSU,,155.140989893876000,62.783386636193100,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,75
-1,WGCP,AR,AGFC,Nimrod Lloyd Millwood WMA,Nimrod Duck Pond,,1618.980168976979900,655.178608662618100,woody wetlands,woody wetlands,0.000000000000000,30.000000000000000,Y,,,,,,,PUBLIC,,76
-1,WGCP,AR,AGFC,Seven Devils Swamp WMA,Open Area,,1587.707928842760100,642.523170891661150,woody wetlands,woody wetlands,0.000000000000000,20.000000000000000,Y,,,,,,,PUBLIC,,77
-1,WGCP,AR,AGFC,Bell Slough WMA,Bell Slough,,459.775118757190000,186.064553709372180,woody wetlands,woody wetlands,0.000000000000000,29.000000000000000,Y,,,,,,,PUBLIC,,78
-1,WGCP,AR,AGFC,Bell Slough WMA,Palarm Creek WRA East Unit,,41.692138231306998,16.872224652274703,woody wetlands,woody wetlands,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,79
-1,WGCP,AR,AGFC,Bell Slough WMA,Palarm Creek WRA Central Unit,,41.515359540662203,16.800684791072424,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,80
-1,WGCP,AR,AGFC,Bell Slough WMA,Palarm Creek WRA West Unit,,21.277012432011400,8.610509053060966,moist-soil,moist-soil,0.000000000000000,0.000000000000000,Y,,,,,,,PUBLIC,,81
-1,WGCP,AR,AGFC,Cypress Bayou WMA,Waterfowl Unit,,168.832341601317010,68.324084993270574,woody wetlands,woody wetlands,0.000000000000000,30.000000000000000,Y,,,,,,,PUBLIC,,82
-1,,AR,Private,Managed,,,1.156331641487690,0.467951226667087,woody wetlands,woody wetlands,,,,1,,,,,,Private,,83
-1,,AR,Private,Managed,,,1.305691142073340,0.528394925521092,woody wetlands,woody wetlands,,,,1,,,,,,Private,,84
-1,,AR,Private,Managed,,,3.159547136947200,1.278624492662615,woody wetlands,woody wetlands,,,,1,,,,,,Private,,85
-1,,AR,Private,Natural Flood,,,1.701920436898460,0.688743373926690,woody wetlands,woody wetlands,,,,0,,,,,,Private,,86
-1,,AR,Private,Natural Flood,,,1.015804705203150,0.411081942929842,woody wetlands,woody wetlands,,,,0,,,,,,Private,,87
-1,,AR,Private,Natural Flood,,,1.698274951125480,0.687268096871166,woody wetlands,woody wetlands,,,,0,,,,,,Private,,88
-1,,AR,Private,Managed,,,2.954960269749610,1.195831051723891,woody wetlands,woody wetlands,,,,1,,,,,,Private,,89
-1,,AR,Private,Natural Flood,,,3.003554884700160,1.215496612069769,woody wetlands,woody wetlands,,,,0,,,,,,Private,,90
-1,,AR,Private,Natural Flood,,,3.404783026636220,1.377868023917305,woody wetlands,woody wetlands,,,,0,,,,,,Private,,91
-1,,AR,Private,Natural Flood,,,1.579736519235890,0.639297253023495,woody wetlands,woody wetlands,,,,0,,,,,,Private,,92
-1,,AR,Private,Managed,,,1.391494390303810,0.563118298834488,woody wetlands,woody wetlands,,,,1,,,,,,Private,,93
-1,,AR,Private,Managed,,,1.147265181812450,0.464282157366953,woody wetlands,woody wetlands,,,,1,,,,,,Private,,94
-1,,AR,Private,Natural Flood,,,1.283179949505340,0.519284961045518,woody wetlands,woody wetlands,,,,0,,,,,,Private,,95
-1,,AR,Private,Natural Flood,,,1.518475367536080,0.614505722586706,woody wetlands,woody wetlands,,,,0,,,,,,Private,,96
-1,,AR,Private,Natural Flood,,,1.144341715353170,0.463099071419413,woody wetlands,woody wetlands,,,,0,,,,,,Private,,97
-1,,AR,Private,Natural Flood,,,1.936238691253720,0.783568691008703,woody wetlands,woody wetlands,,,,0,,,,,,Private,,98
-1,,AR,Private,Natural Flood,,,1.113537284936610,0.450632949691857,woody wetlands,woody wetlands,,,,0,,,,,,Private,,99
-1,,AR,Private,Natural Flood,,,1.057344615180730,0.427892562939029,woody wetlands,woody wetlands,,,,0,,,,,,Private,,100
-1,,AR,Private,Natural Flood,,,1.523389047370450,0.616494220024158,woody wetlands,woody wetlands,,,,0,,,,,,Private,,101
-1,,AR,Private,Natural Flood,,,1.556762526996240,0.630000000000000,woody wetlands,woody wetlands,,,,0,,,,,,Private,,102
-1,,AR,Private,Natural Flood,,,1.242661594423070,0.502887750000694,woody wetlands,woody wetlands,,,,0,,,,,,Private,,103
-1,,AR,Private,Natural Flood,,,6.240773971438100,2.525553855405399,woody wetlands,woody wetlands,,,,0,,,,,,Private,,104
-1,,AR,Private,Managed,,,1.099134431877160,0.444804316698640,woody wetlands,woody wetlands,,,,1,,,,,,Private,,105
-1,,AR,Private,Natural Flood,,,1.504316887405920,0.608775983896752,woody wetlands,woody wetlands,,,,0,,,,,,Private,,106
-1,,AR,Private,Natural Flood,,,2.289155492952840,0.926389179821113,woody wetlands,woody wetlands,,,,0,,,,,,Private,,107
-1,,AR,Private,Natural Flood,,,1.444294022650120,0.584485570850186,woody wetlands,woody wetlands,,,,0,,,,,,Private,,108
-1,,AR,Private,Managed,,,1.081682169728840,0.437741630538885,woody wetlands,woody wetlands,,,,1,,,,,,Private,,109
-1,,AR,Private,Natural Flood,,,1.570140479931820,0.635413870261689,woody wetlands,woody wetlands,,,,0,,,,,,Private,,110
-1,,AR,Private,Natural Flood,,,2.426071957556700,0.981797356215791,woody wetlands,woody wetlands,,,,0,,,,,,Private,,111
-1,,AR,Private,Natural Flood,,,2.001551820423740,0.810000000000002,woody wetlands,woody wetlands,,,,0,,,,,,Private,,112
-1,,AR,Private,Natural Flood,,,1.590478394205620,0.643644339437496,woody wetlands,woody wetlands,,,,0,,,,,,Private,,113
-1,,AR,Private,Natural Flood,,,3.848918645130250,1.557603490823180,woody wetlands,woody wetlands,,,,0,,,,,,Private,,114
-1,,AR,Private,Natural Flood,,,8.857161147673009,3.584369116207200,woody wetlands,woody wetlands,,,,0,,,,,,Private,,115
-1,,AR,Private,Natural Flood,,,3.591328895346570,1.453360525342222,woody wetlands,woody wetlands,,,,0,,,,,,Private,,116
-1,,AR,Private,Natural Flood,,,1.272913122772370,0.515130120002259,woody wetlands,woody wetlands,,,,0,,,,,,Private,,117
-1,,AR,Private,Natural Flood,,,1.093336834578400,0.442458110238194,woody wetlands,woody wetlands,,,,0,,,,,,Private,,118
-1,,AR,Private,WRP,,,1.622509262604690,0.656606783446442,wrp,wrp,,,,2,,,,,,Private,,119
-1,,AR,Private,WRP,,,1.081670861369470,0.437737054204165,wrp,wrp,,,,2,,,,,,Private,,120
-1,,AR,Private,WRP,,,24.644594468999198,9.973322357281409,wrp,wrp,,,,2,,,,,,Private,,121
-1,,AR,Private,WRP,,,1.153837995171990,0.466942082914172,wrp,wrp,,,,2,,,,,,Private,,122
-1,,AR,Private,Natural Flood,,,1.789250302515140,0.724084547923642,woody wetlands,woody wetlands,,,,0,,,,,,Private,,123
-1,,AR,Private,Natural Flood,,,1.432560087216290,0.579737011455212,woody wetlands,woody wetlands,,,,0,,,,,,Private,,124
-1,,AR,Private,Managed,,,1.208391337594570,0.489019056845796,woody wetlands,woody wetlands,,,,1,,,,,,Private,,125
-1,,AR,Private,Managed,,,1.182368986778580,0.478488175783476,woody wetlands,woody wetlands,,,,1,,,,,,Private,,126
-1,,AR,Private,Managed,,,3.000759220697870,1.214365245987338,woody wetlands,woody wetlands,,,,1,,,,,,Private,,127
-1,,AR,Private,Managed,,,1.584656176225050,0.641288169331811,woody wetlands,woody wetlands,,,,1,,,,,,Private,,128
-1,,AR,Private,Managed,,,1.034630305966700,0.418700400000440,woody wetlands,woody wetlands,,,,1,,,,,,Private,,129
-1,,AR,Private,Natural Flood,,,1.122461735760770,0.454244549998083,woody wetlands,woody wetlands,,,,0,,,,,,Private,,130
-1,,AR,Private,Natural Flood,,,1.019710590024250,0.412662599834554,woody wetlands,woody wetlands,,,,0,,,,,,Private,,131
-1,,AR,Private,Managed,,,1.074317693723740,0.434761330202285,woody wetlands,woody wetlands,,,,1,,,,,,Private,,132
-1,,AR,Private,Managed,,,1.057244552634570,0.427852069027474,woody wetlands,woody wetlands,,,,1,,,,,,Private,,133
-1,,AR,Private,Managed,,,1.800577563345670,0.728668531800106,woody wetlands,woody wetlands,,,,1,,,,,,Private,,134
-1,,AR,Private,Managed,,,2.287389256747860,0.925674408756264,woody wetlands,woody wetlands,,,,1,,,,,,Private,,135
-1,,AR,Private,Managed,,,2.029271155390310,0.821217626790283,woody wetlands,woody wetlands,,,,1,,,,,,Private,,136
-1,,AR,Private,Natural Flood,,,3.791280629397470,1.534278192788345,woody wetlands,woody wetlands,,,,0,,,,,,Private,,137
-1,,AR,Private,Natural Flood,,,1.841670408850960,0.745298231076260,woody wetlands,woody wetlands,,,,0,,,,,,Private,,138
-1,,AR,Private,Natural Flood,,,1.245478518670620,0.504027719806739,woody wetlands,woody wetlands,,,,0,,,,,,Private,,139
-1,,AR,Private,Natural Flood,,,2.167213365579480,0.877040908062897,woody wetlands,woody wetlands,,,,0,,,,,,Private,,140
-1,,AR,Private,Managed,,,5.576022722858710,2.256538331622800,woody wetlands,woody wetlands,,,,1,,,,,,Private,,141
-1,,AR,Private,Natural Flood,,,2.581442370867630,1.044673587296938,woody wetlands,woody wetlands,,,,0,,,,,,Private,,142
-1,,AR,Private,Natural Flood,,,2.451706461652530,0.992171281140316,woody wetlands,woody wetlands,,,,0,,,,,,Private,,143
-1,,AR,Private,Natural Flood,,,2.500044076757060,1.011732837246508,woody wetlands,woody wetlands,,,,0,,,,,,Private,,144
-1,,AR,Private,Managed,,,1.850098471407170,0.748708949999882,woody wetlands,woody wetlands,,,,1,,,,,,Private,,145
-1,,AR,Private,Natural Flood,,,1.430358025061090,0.578845867729872,woody wetlands,woody wetlands,,,,0,,,,,,Private,,146
-1,,AR,Private,Natural Flood,,,1.173544296394980,0.474916947130899,woody wetlands,woody wetlands,,,,0,,,,,,Private,,147
-1,,AR,Private,Natural Flood,,,1.130011460627850,0.457299817955642,woody wetlands,woody wetlands,,,,0,,,,,,Private,,148
-1,,AR,Private,Natural Flood,,,1.314041304490300,0.531774119348962,woody wetlands,woody wetlands,,,,0,,,,,,Private,,149
-1,,AR,Private,Natural Flood,,,7.462994538571830,3.020169407836479,woody wetlands,woody wetlands,,,,0,,,,,,Private,,150
-1,,AR,Private,Natural Flood,,,2.345845497791400,0.949330831119210,woody wetlands,woody wetlands,,,,0,,,,,,Private,,151
-1,,AR,Private,Natural Flood,,,1.320777747793340,0.534500263643496,woody wetlands,woody wetlands,,,,0,,,,,,Private,,152
-1,,AR,Private,Natural Flood,,,1.496620342684950,0.605661299999802,woody wetlands,woody wetlands,,,,0,,,,,,Private,,153
-1,,AR,Private,Managed,,,1.073969554980120,0.434620443326685,woody wetlands,woody wetlands,,,,1,,,,,,Private,,154
-1,,AR,Private,Natural Flood,,,1.132984684832470,0.458503040166113,woody wetlands,woody wetlands,,,,0,,,,,,Private,,155
-1,,AR,Private,Natural Flood,,,1.833997675665750,0.742193183374470,woody wetlands,woody wetlands,,,,0,,,,,,Private,,156
-1,,AR,Private,Natural Flood,,,2.092075823437910,0.846633796683794,woody wetlands,woody wetlands,,,,0,,,,,,Private,,157
-1,,AR,Private,Natural Flood,,,1.173909761680550,0.475064845815455,woody wetlands,woody wetlands,,,,0,,,,,,Private,,158
-1,,AR,Private,Natural Flood,,,1.187084705891370,0.480396561288355,woody wetlands,woody wetlands,,,,0,,,,,,Private,,159
-1,,AR,Private,Natural Flood,,,2.547323598702860,1.030866197864666,woody wetlands,woody wetlands,,,,0,,,,,,Private,,160
-1,,AR,Private,Natural Flood,,,1.268621135468140,0.513393212828060,woody wetlands,woody wetlands,,,,0,,,,,,Private,,161
-1,,AR,Private,Natural Flood,,,1.257715382551320,0.508979807303164,woody wetlands,woody wetlands,,,,0,,,,,,Private,,162
-1,,AR,Private,Natural Flood,,,1.497598879139000,0.606057300003245,woody wetlands,woody wetlands,,,,0,,,,,,Private,,163
